date,team1,team2,score,championship
2016-04-17,Juventus,Palermo,4-0,A
2016-04-18,Cesena,Crotone,2-1,B
2016-04-19,Napoli,Bologna,6-0,A
2016-04-19,Ascoli,Bari,0-1,B
2016-04-19,Salernitana,Vicenza,0-0,B
2016-04-19,Spezia,Pescara,0-1,B
2016-04-19,Avellino,Trapani,1-3,B
2016-04-19,Como,Cagliari,1-1,B
2016-04-19,Livorno,Latina,1-0,B
2016-04-19,Brescia,Entella,2-0,B
2016-04-19,Lanciano,Novara,2-1,B
2016-04-19,Ternana,Pro Vercelli,2-2,B
2016-04-19,Modena,Perugia,3-0,B
2016-04-20,Sassuolo,Sampdoria,0-0,A
2016-04-20,Empoli,Verona,1-0,A
2016-04-20,Genoa,Inter,1-0,A
2016-04-20,Palermo,Atalanta,2-2,A
2016-04-20,Udinese,Fiorentina,2-1,A
2016-04-20,Roma,Torino,3-2,A
2016-04-20,Juventus,Lazio,3-0,A
2016-04-20,Chievo,Frosinone,5-1,A
2016-04-21,Milan,Carpi,0-0,A
2016-04-23,Inter,Udinese,3-1,A
2016-04-23,Vicenza,Spezia,0-3,B
2016-04-23,Bari,Modena,1-1,B
2016-04-23,Cagliari,Lanciano,1-1,B
2016-04-23,Pro Vercelli,Avellino,1-1,B
2016-04-23,Ternana,Ascoli,1-3,B
2016-04-23,Crotone,Como,2-0,B
2016-04-23,Pescara,Brescia,2-1,B
2016-04-23,Trapani,Cesena,2-1,B
2016-04-24,Frosinone,Palermo,0-2,A
2016-04-24,Atalanta,Chievo,1-0,A
2016-04-24,Fiorentina,Juventus,1-2,A
2016-04-24,Torino,Sassuolo,1-3,A
2016-04-24,Bologna,Genoa,2-0,A
2016-04-24,Sampdoria,Lazio,2-1,A
2016-04-24,Latina,Entella,0-1,B
2016-04-24,Salernitana,Livorno,3-1,B
2016-04-25,Roma,Napoli,1-0,A
2016-04-25,Carpi,Empoli,1-0,A
2016-04-25,Verona,Milan,2-1,A
2016-04-25,Novara,Perugia,2-2,B
2016-04-29,Modena,Crotone,1-1,B
2016-04-30,Chievo,Fiorentina,0-0,A
2016-04-30,Udinese,Torino,1-5,A
2016-04-30,Brescia,Vicenza,0-1,B
2016-04-30,Entella,Pescara,0-0,B
2016-04-30,Latina,Spezia,0-0,B
2016-04-30,Perugia,Bari,0-0,B
2016-04-30,Trapani,Novara,0-0,B
2016-04-30,Lanciano,Avellino,1-2,B
2016-04-30,Ascoli,Salernitana,2-2,B
2016-04-30,Cagliari,Livorno,2-2,B
2016-05-01,Genoa,Sampdoria,2-3,A
2016-05-02,Bari,Crotone,2-3,B
2016-05-03,Verona,Sampdoria,0-3,A
2016-05-03,Napoli,Chievo,3-1,A
2016-05-03,Avellino,Spezia,0-1,B
2016-05-03,Lanciano,Brescia,1-0,B
2016-05-03,Latina,Como,1-1,B
2016-05-03,Perugia,Ternana,1-0,B
2016-05-03,Crotone,Ascoli,2-0,B
2016-05-03,Entella,Bari,2-0,B
2016-05-03,Trapani,Cagliari,2-2,B
2016-05-03,Novara,Vicenza,4-0,B
2016-05-03,Pro Vercelli,Pescara,5-2,B
2016-05-11,Napoli,Lazio,1-1,A
2016-05-11,Torino,Cagliari,5-1,A
2016-05-11,Novara,Spal,0-1,B
2016-05-11,Pisa,Perugia,0-1,B
2016-05-11,Pro Vercelli,Carpi,0-0,B
2016-05-11,Trapani,Vicenza,0-1,B
2016-05-11,Spezia,Verona,1-4,B
2016-05-11,Cittadella,Salernitana,2-0,B
2016-05-11,Latina,Bari,2-1,B
2016-05-12,Chievo,Genoa,0-0,A
2016-05-12,Udinese,Bologna,1-0,A
2016-05-12,Benevento,Cesena,2-1,B
2016-05-13,Perugia,Pro Vercelli,1-2,B
2016-05-14,Milan,Roma,1-3,A
2016-05-14,Sassuolo,Inter,3-1,A
2016-05-14,Napoli,Frosinone,4-0,A
2016-05-14,Juventus,Sampdoria,5-0,A
2016-05-14,Ascoli,Livorno,1-3,B
2016-05-14,Cesena,Novara,1-0,B
2016-05-14,Lanciano,Ternana,1-1,B
2016-05-14,Brescia,Bari,2-3,B
2016-05-14,Latina,Vicenza,2-1,B
2016-05-14,Modena,Pescara,2-5,B
2016-05-14,Cagliari,Salernitana,3-0,B
2016-05-14,Trapani,Crotone,3-0,B
2016-05-14,Entella,Avellino,4-0,B
2016-05-15,Chievo,Bologna,0-0,A
2016-05-15,Genoa,Atalanta,1-2,A
2016-05-15,Udinese,Carpi,1-2,A
2016-05-15,Empoli,Torino,2-1,A
2016-05-15,Lazio,Fiorentina,2-4,A
2016-05-15,Palermo,Verona,3-2,A
2016-05-15,Como,Spezia,4-0,B
2016-05-20,Spezia,Ascoli,0-0,B
2016-05-20,Vicenza,Perugia,0-0,B
2016-05-20,Crotone,Entella,1-0,B
2016-05-20,Avellino,Cesena,1-2,B
2016-05-20,Bari,Trapani,1-2,B
2016-05-20,Pescara,Latina,1-1,B
2016-05-20,Pro Vercelli,Cagliari,1-2,B
2016-05-20,Salernitana,Como,1-0,B
2016-05-20,Livorno,Lanciano,2-2,B
2016-05-20,Ternana,Brescia,3-2,B
2016-05-20,Novara,Modena,4-0,B
2016-06-01,Milan,Bologna,0-1,A
2016-06-01,Empoli,Inter,0-1,A
2016-06-01,Lazio,Carpi,0-0,A
2016-06-01,Palermo,Fiorentina,1-3,A
2016-06-01,Napoli,Torino,2-1,A
2016-06-01,Sassuolo,Frosinone,2-2,A
2016-06-01,Udinese,Atalanta,2-1,A
2016-06-01,Chievo,Roma,3-3,A
2016-06-01,Juventus,Verona,3-0,A
2016-06-02,Genoa,Lazio,0-0,A
2016-06-02,Bologna,Fiorentina,1-1,A
2016-06-02,Ascoli,Latina,0-0,B
2016-06-02,Perugia,Spezia,0-0,B
2016-06-02,Vicenza,Lanciano,0-2,B
2016-06-02,Cagliari,Entella,1-0,B
2016-06-02,Livorno,Ternana,1-0,B
2016-06-02,Pro Vercelli,Brescia,2-1,B
2016-06-02,Salernitana,Pescara,2-2,B
2016-06-02,Novara,Avellino,4-1,B
2016-06-03,Atalanta,Juventus,0-2,A
2016-06-03,Bologna,Carpi,0-0,A
2016-06-03,Genoa,Empoli,1-0,A
2016-06-03,Torino,Lazio,1-1,A
2016-06-03,Frosinone,Udinese,2-0,A
2016-06-03,Sassuolo,Milan,2-0,A
2016-06-03,Inter,Palermo,3-1,A
2016-06-03,Modena,Livorno,1-0,B
2016-06-05,Bari,Cagliari,0-3,B
2016-06-11,Pescara,Empoli,0-4,A
2016-06-11,Sassuolo,Atalanta,0-3,A
2016-06-11,Chievo,Juventus,1-2,A
2016-06-11,Fiorentina,Sampdoria,1-1,A
2016-06-11,Genoa,Udinese,1-1,A
2016-06-11,Palermo,Milan,1-2,A
2016-06-11,Roma,Bologna,3-0,A
2016-06-11,Inter,Crotone,3-0,A
2016-06-11,Avellino,Frosinone,0-1,B
2016-07-02,Atalanta,Empoli,0-0,A
2016-07-02,Frosinone,Juventus,0-2,A
2016-07-02,Milan,Udinese,1-1,A
2016-07-02,Napoli,Carpi,1-0,A
2016-07-02,Torino,Chievo,1-2,A
2016-07-02,Roma,Sampdoria,2-1,A
2016-07-02,Sassuolo,Palermo,2-2,A
2016-07-02,Verona,Inter,3-3,A
2016-07-02,Modena,Cesena,0-0,B
2016-07-03,Cesena,Salernitana,1-2,B
2016-07-05,Bologna,Milan,0-1,A
2016-07-05,Inter,Empoli,2-1,A
2016-07-05,Salernitana,Modena,0-0,B
2016-07-05,Avellino,Como,1-1,B
2016-07-05,Crotone,Latina,1-1,B
2016-07-05,Livorno,Perugia,1-1,B
2016-07-05,Pro Vercelli,Trapani,1-1,B
2016-07-05,Ternana,Cesena,1-1,B
2016-07-05,Novara,Ascoli,2-0,B
2016-07-05,Vicenza,Entella,2-1,B
2016-07-09,Ternana,Pisa,1-0,B
2016-07-11,Ternana,Benevento,0-1,B
2016-08-02,Trapani,Como,2-2,B
2016-08-04,Avellino,Pescara,1-3,B
2016-08-05,Fiorentina,Palermo,0-0,A
2016-08-05,Frosinone,Sassuolo,0-1,A
2016-08-05,Sampdoria,Genoa,0-3,A
2016-08-05,Atalanta,Udinese,1-1,A
2016-08-05,Carpi,Lazio,1-3,A
2016-08-05,Torino,Napoli,1-2,A
2016-08-05,Verona,Juventus,2-1,A
2016-08-05,Roma,Chievo,3-0,A
2016-08-05,Pescara,Lanciano,4-0,B
2016-08-10,Novara,Ascoli,1-0,B
2016-08-10,Cittadella,Frosinone,2-3,B
2016-08-20,Juventus,Fiorentina,2-1,A
2016-08-20,Roma,Udinese,4-0,A
2016-08-21,Empoli,Sampdoria,0-1,A
2016-08-21,Palermo,Sassuolo,0-1,A
2016-08-21,Bologna,Crotone,1-0,A
2016-08-21,Chievo,Inter,2-0,A
2016-08-21,Pescara,Napoli,2-2,A
2016-08-21,Milan,Torino,3-2,A
2016-08-21,Atalanta,Lazio,3-4,A
2016-08-21,Genoa,Cagliari,3-1,A
2016-08-26,Spezia,Salernitana,1-1,B
2016-08-27,Lazio,Juventus,0-1,A
2016-08-27,Napoli,Milan,4-2,A
2016-08-27,Vicenza,Carpi,0-2,B
2016-08-27,Avellino,Brescia,1-1,B
2016-08-27,Bari,Cittadella,1-2,B
2016-08-27,Pro Vercelli,Ascoli,1-1,B
2016-08-27,Benevento,Spal,2-0,B
2016-08-27,Frosinone,Entella,2-0,B
2016-08-27,Verona,Latina,4-1,B
2016-08-28,Sassuolo,Pescara,Head to Head,A
2016-08-28,Inter,Palermo,1-1,A
2016-08-28,Crotone,Genoa,1-3,A
2016-08-28,Fiorentina,Chievo,1-0,A
2016-08-28,Cagliari,Roma,2-2,A
2016-08-28,Sampdoria,Atalanta,2-1,A
2016-08-28,Udinese,Empoli,2-0,A
2016-08-28,Torino,Bologna,5-1,A
2016-08-28,Novara,Trapani,2-2,B
2016-08-29,Cesena,Perugia,1-1,B
2016-09-01,Roma,Milan,1-1,A
2016-09-01,Fiorentina,Lazio,1-3,A
2016-09-01,Carpi,Udinese,2-1,A
2016-09-04,Frosinone,Inter,0-1,A
2016-09-04,Sassuolo,Genoa,0-1,A
2016-09-04,Milan,Juventus,1-2,A
2016-09-04,Chievo,Carpi,1-0,A
2016-09-04,Cesena,Vicenza,1-1,B
2016-09-04,Lanciano,Entella,1-2,B
2016-09-04,Livorno,Bari,1-2,B
2016-09-04,Modena,Trapani,1-4,B
2016-09-04,Spezia,Novara,1-0,B
2016-09-04,Ternana,Crotone,1-2,B
2016-09-04,Ascoli,Cagliari,2-1,B
2016-09-04,Salernitana,Latina,3-2,B
2016-09-05,Spezia,Brescia,2-1,B
2016-09-09,Cesena,Carpi,1-0,B
2016-09-10,Pisa,Spal,0-1,B
2016-09-10,Spezia,Carpi,0-1,B
2016-09-10,Vicenza,Cesena,0-0,B
2016-09-10,Bari,Entella,1-1,B
2016-09-10,Pro Vercelli,Ternana,1-0,B
2016-09-10,Latina,Trapani,2-0,B
2016-09-10,Salernitana,Benevento,2-1,B
2016-09-10,Verona,Brescia,2-2,B
2016-09-10,Perugia,Avellino,3-0,B
2016-09-12,Pisa,Bari,0-0,B
2016-09-16,Sampdoria,Milan,0-1,A
2016-09-16,Carpi,Frosinone,0-0,B
2016-09-16,Bari,Cesena,2-1,B
2016-09-16,Salernitana,Vicenza,2-3,B
2016-09-17,Lazio,Pescara,3-0,A
2016-09-17,Napoli,Bologna,3-1,A
2016-09-17,Latina,Benevento,1-1,B
2016-09-17,Perugia,Ternana,1-1,B
2016-09-17,Pisa,Brescia,1-0,B
2016-09-17,Trapani,Ascoli,1-1,B
2016-09-17,Spal,Entella,2-2,B
2016-09-17,Spezia,Pro Vercelli,2-1,B
2016-09-17,Cittadella,Novara,3-1,B
2016-09-17,Verona,Avellino,3-1,B
2016-09-18,Torino,Empoli,0-0,A
2016-09-18,Crotone,Palermo,1-1,A
2016-09-18,Fiorentina,Roma,1-0,A
2016-09-18,Udinese,Chievo,1-2,A
2016-09-18,Inter,Juventus,2-1,A
2016-09-18,Sassuolo,Genoa,2-0,A
2016-09-18,Cagliari,Atalanta,3-0,A
2016-09-19,Cesena,Salernitana,0-0,B
2016-09-20,Milan,Lazio,2-0,A
2016-09-20,Avellino,Cittadella,0-1,B
2016-09-20,Frosinone,Pisa,0-0,B
2016-09-20,Ternana,Bari,0-0,B
2016-09-20,Trapani,Spezia,0-0,B
2016-09-20,Benevento,Pro Vercelli,1-1,B
2016-09-20,Spal,Verona,1-3,B
2016-09-20,Ascoli,Vicenza,2-0,B
2016-09-20,Brescia,Carpi,2-2,B
2016-09-20,Entella,Perugia,2-1,B
2016-09-20,Novara,Latina,2-2,B
2016-09-21,Atalanta,Palermo,0-1,A
2016-09-21,Empoli,Inter,0-2,A
2016-09-21,Genoa,Napoli,0-0,A
2016-09-21,Pescara,Torino,0-0,A
2016-09-21,Bologna,Sampdoria,2-0,A
2016-09-21,Chievo,Sassuolo,2-1,A
2016-09-21,Udinese,Fiorentina,2-2,A
2016-09-21,Roma,Crotone,4-0,A
2016-09-21,Juventus,Cagliari,4-0,A
2016-09-24,Palermo,Juventus,0-1,A
2016-09-24,Napoli,Chievo,2-0,A
2016-09-24,Bari,Benevento,0-4,B
2016-09-24,Cittadella,Brescia,0-3,B
2016-09-24,Vicenza,Avellino,0-0,B
2016-09-24,Latina,Ternana,1-1,B
2016-09-24,Pro Vercelli,Cesena,1-0,B
2016-09-24,Spezia,Novara,1-0,B
2016-09-24,Carpi,Entella,2-1,B
2016-09-24,Pisa,Ascoli,2-1,B
2016-09-24,Salernitana,Trapani,2-0,B
2016-09-25,Fiorentina,Milan,0-0,A
2016-09-25,Genoa,Pescara,1-1,A
2016-09-25,Inter,Bologna,1-1,A
2016-09-25,Sassuolo,Udinese,1-0,A
2016-09-25,Lazio,Empoli,2-0,A
2016-09-25,Torino,Roma,3-1,A
2016-09-25,Verona,Frosinone,2-0,B
2016-09-26,Crotone,Atalanta,1-3,A
2016-09-26,Cagliari,Sampdoria,2-1,A
2016-09-26,Perugia,Spal,1-0,B
2016-09-27,Ascoli,Cesena,0-0,B
2016-09-30,Brescia,Bari,1-1,B
2016-10-01,Atalanta,Genoa,0-2,A
2016-10-01,Bologna,Chievo,0-1,A
2016-10-01,Inter,Sassuolo,0-1,A
2016-10-01,Torino,Empoli,0-1,A
2016-10-01,Verona,Palermo,0-1,A
2016-10-01,Frosinone,Napoli,1-5,A
2016-10-01,Sampdoria,Juventus,1-2,A
2016-10-04,Palermo,Lazio,0-3,A
2016-10-04,Empoli,Fiorentina,2-0,A
2016-10-04,Sampdoria,Udinese,2-0,A
2016-10-04,Torino,Atalanta,2-1,A
2016-10-04,Napoli,Verona,3-0,A
2016-10-04,Como,Pro Vercelli,1-1,B
2016-10-09,Palermo,Napoli,0-3,A
2016-10-09,Juventus,Sassuolo,3-1,A
2016-10-09,Avellino,Trapani,0-0,B
2016-10-09,Vicenza,Bari,0-0,B
2016-10-09,Ascoli,Spal,1-1,B
2016-10-09,Brescia,Perugia,1-1,B
2016-10-09,Novara,Salernitana,1-0,B
2016-10-09,Pro Vercelli,Cittadella,1-5,B
2016-10-09,Benevento,Verona,2-0,B
2016-10-09,Frosinone,Latina,2-1,B
2016-10-12,Sampdoria,Lazio,1-2,A
2016-10-12,Crotone,Pescara,2-1,A
2016-10-12,Avellino,Benevento,1-1,B
2016-10-12,Carpi,Ternana,1-1,B
2016-10-12,Frosinone,Salernitana,1-3,B
2016-10-12,Perugia,Pro Vercelli,1-0,B
2016-10-12,Vicenza,Verona,1-0,B
2016-10-12,Ascoli,Latina,2-2,B
2016-10-12,Entella,Trapani,2-2,B
2016-10-12,Spal,Spezia,2-1,B
2016-10-12,Cesena,Cittadella,3-0,B
2016-10-14,Cesena,Spal,1-1,B
2016-10-15,Napoli,Roma,1-3,A
2016-10-15,Pescara,Sampdoria,1-1,A
2016-10-15,Juventus,Udinese,2-1,A
2016-10-15,Pisa,Vicenza,0-1,B
2016-10-15,Ascoli,Verona,1-4,B
2016-10-15,Avellino,Spezia,1-0,B
2016-10-15,Brescia,Salernitana,1-1,B
2016-10-15,Carpi,Latina,2-0,B
2016-10-15,Perugia,Cittadella,2-0,B
2016-10-15,Entella,Benevento,3-2,B
2016-10-16,Fiorentina,Atalanta,0-0,A
2016-10-16,Genoa,Empoli,0-0,A
2016-10-16,Chievo,Milan,1-3,A
2016-10-16,Inter,Cagliari,1-2,A
2016-10-16,Lazio,Bologna,1-1,A
2016-10-16,Sassuolo,Crotone,2-1,A
2016-10-16,Pro Vercelli,Novara,2-1,B
2016-10-16,Frosinone,Bari,3-1,B
2016-10-17,Palermo,Torino,1-4,A
2016-10-17,Trapani,Ternana,2-2,B
2016-10-21,Cittadella,Ascoli,0-1,B
2016-10-21,Spezia,Brescia,2-0,B
2016-10-22,Milan,Juventus,1-0,A
2016-10-22,Sampdoria,Genoa,2-1,A
2016-10-22,Benevento,Perugia,0-0,B
2016-10-22,Latina,Pisa,1-1,B
2016-10-22,Novara,Avellino,1-0,B
2016-10-22,Salernitana,Entella,1-1,B
2016-10-22,Ternana,Cesena,1-1,B
2016-10-22,Vicenza,Frosinone,1-1,B
2016-10-22,Bari,Trapani,3-0,B
2016-10-22,Spal,Carpi,3-1,B
2016-10-22,Verona,Pro Vercelli,3-0,B
2016-10-23,Empoli,Chievo,0-0,A
2016-10-23,Bologna,Sassuolo,1-1,A
2016-10-23,Crotone,Napoli,1-2,A
2016-10-23,Atalanta,Inter,2-1,A
2016-10-23,Torino,Lazio,2-2,A
2016-10-23,Cagliari,Fiorentina,3-5,A
2016-10-23,Udinese,Pescara,3-1,A
2016-10-23,Roma,Palermo,4-1,A
2016-10-24,Spezia,Cittadella,1-1,B
2016-10-25,Genoa,Milan,3-0,A
2016-10-25,Ascoli,Salernitana,0-0,B
2016-10-25,Cesena,Entella,0-1,B
2016-10-25,Perugia,Carpi,0-2,B
2016-10-25,Pisa,Verona,0-0,B
2016-10-25,Avellino,Ternana,1-0,B
2016-10-25,Novara,Bari,1-0,B
2016-10-25,Pro Vercelli,Latina,1-1,B
2016-10-25,Trapani,Benevento,1-0,B
2016-10-25,Brescia,Vicenza,2-1,B
2016-10-25,Frosinone,Spal,2-1,B
2016-10-26,Pescara,Atalanta,0-1,A
2016-10-26,Chievo,Bologna,1-1,A
2016-10-26,Fiorentina,Crotone,1-1,A
2016-10-26,Sassuolo,Roma,1-3,A
2016-10-26,Inter,Torino,2-1,A
2016-10-26,Napoli,Empoli,2-0,A
2016-10-26,Juventus,Sampdoria,4-1,A
2016-10-26,Lazio,Cagliari,4-1,A
2016-10-27,Palermo,Udinese,1-3,A
2016-10-29,Bologna,Fiorentina,0-1,A
2016-10-29,Juventus,Napoli,2-1,A
2016-10-29,Carpi,Ascoli,0-2,B
2016-10-29,Salernitana,Pisa,0-0,B
2016-10-29,Benevento,Spezia,1-0,B
2016-10-29,Bari,Pro Vercelli,2-0,B
2016-10-29,Cittadella,Latina,2-1,B
2016-10-29,Frosinone,Cesena,2-1,B
2016-10-29,Entella,Brescia,4-0,B
2016-10-29,Ternana,Novara,4-3,B
2016-10-30,Empoli,Roma,0-0,A
2016-10-30,Milan,Pescara,1-0,A
2016-10-30,Sampdoria,Inter,1-0,A
2016-10-30,Crotone,Chievo,2-0,A
2016-10-30,Lazio,Sassuolo,2-1,A
2016-10-30,Atalanta,Genoa,3-0,A
2016-10-30,Vicenza,Perugia,1-4,B
2016-10-30,Verona,Trapani,2-0,B
2016-10-31,Cagliari,Palermo,2-1,A
2016-10-31,Udinese,Torino,2-2,A
2016-10-31,Spal,Avellino,3-0,B
2016-11-02,Lazio,Verona,5-2,A
2016-11-03,Juventus,Sassuolo,1-0,A
2016-11-03,Brescia,Crotone,3-0,B
2016-11-04,Roma,Bologna,1-1,A
2016-11-04,Brescia,Perugia,2-2,B
2016-11-09,Milan,Udinese,0-1,A
2016-11-09,Chievo,Lazio,1-1,A
2016-11-09,Pescara,Inter,1-2,A
2016-11-09,Atalanta,Torino,2-1,A
2016-11-09,Bologna,Cagliari,2-1,A
2016-11-09,Roma,Sampdoria,3-2,A
2016-11-09,Ternana,Spezia,1-1,B
2016-11-12,Bologna,Empoli,0-0,A
2016-11-12,Cagliari,Napoli,0-5,A
2016-11-12,Palermo,Chievo,0-2,A
2016-11-12,Atalanta,Udinese,1-3,A
2016-11-12,Torino,Juventus,1-3,A
2016-11-12,Inter,Genoa,2-0,A
2016-11-12,Brescia,Novara,0-0,B
2016-11-13,Entella,Pro Vercelli,0-0,B
2016-11-13,Verona,Novara,0-4,B
2016-11-13,Bari,Spezia,1-1,B
2016-11-13,Benevento,Cittadella,1-0,B
2016-11-13,Carpi,Avellino,1-1,B
2016-11-13,Perugia,Trapani,1-1,B
2016-11-13,Cesena,Pisa,2-0,B
2016-11-13,Frosinone,Ascoli,3-1,B
2016-11-13,Salernitana,Ternana,4-2,B
2016-11-18,Cittadella,Verona,5-1,B
2016-11-19,Chievo,Cagliari,1-0,A
2016-11-19,Udinese,Napoli,1-2,A
2016-11-19,Juventus,Pescara,3-0,A
2016-11-19,Avellino,Pisa,1-0,B
2016-11-19,Latina,Salernitana,1-1,B
2016-11-19,Pro Vercelli,Vicenza,1-1,B
2016-11-19,Spezia,Cesena,1-0,B
2016-11-19,Bari,Carpi,2-0,B
2016-11-19,Ternana,Entella,3-0,B
2016-11-19,Benevento,Brescia,4-0,B
2016-11-20,Crotone,Torino,0-2,A
2016-11-20,Empoli,Fiorentina,0-4,A
2016-11-20,Milan,Inter,2-2,A
2016-11-20,Atalanta,Roma,2-1,A
2016-11-20,Bologna,Palermo,3-1,A
2016-11-20,Lazio,Genoa,3-1,A
2016-11-20,Sampdoria,Sassuolo,3-2,A
2016-11-20,Novara,Frosinone,1-2,B
2016-11-20,Ascoli,Perugia,2-2,B
2016-11-21,Trapani,Spal,1-1,B
2016-11-25,Entella,Spezia,1-1,B
2016-11-26,Empoli,Milan,1-4,A
2016-11-26,Torino,Chievo,2-1,A
2016-11-26,Perugia,Novara,0-0,B
2016-11-26,Spal,Latina,0-0,B
2016-11-26,Vicenza,Benevento,0-0,B
2016-11-26,Brescia,Ascoli,1-0,B
2016-11-26,Frosinone,Ternana,1-1,B
2016-11-26,Pisa,Trapani,1-0,B
2016-11-26,Carpi,Cittadella,2-0,B
2016-11-26,Cesena,Avellino,3-0,B
2016-11-27,Bologna,Atalanta,0-2,A
2016-11-27,Palermo,Lazio,0-1,A
2016-11-27,Crotone,Sampdoria,1-1,A
2016-11-27,Cagliari,Udinese,2-1,A
2016-11-27,Roma,Pescara,3-2,A
2016-11-27,Genoa,Juventus,3-1,A
2016-11-27,Verona,Bari,1-0,B
2016-11-28,Napoli,Sassuolo,1-1,A
2016-11-28,Inter,Fiorentina,4-2,A
2016-11-28,Salernitana,Pro Vercelli,1-1,B
2016-12-02,Carpi,Roma,1-3,A
2016-12-02,Pescara,Vicenza,1-1,B
2016-12-03,Empoli,Sampdoria,1-1,A
2016-12-03,Inter,Bologna,2-1,A
2016-12-03,Livorno,Entella,0-0,B
2016-12-03,Ternana,Latina,0-0,B
2016-12-03,Como,Cesena,1-3,B
2016-12-03,Pescara,Novara,1-2,B
2016-12-03,Salernitana,Lanciano,1-3,B
2016-12-03,Spezia,Modena,2-0,B
2016-12-03,Ascoli,Avellino,3-4,B
2016-12-03,Bari,Pro Vercelli,6-2,B
2016-12-09,Empoli,Crotone,2-1,A
2016-12-09,Entella,Pisa,0-0,B
2016-12-11,Vicenza,Latina,0-1,B
2016-12-11,Spal,Brescia,3-2,B
2016-12-12,Roma,Milan,1-0,A
2016-12-12,Fiorentina,Sassuolo,2-1,A
2016-12-13,Ascoli,Entella,2-1,B
2016-12-15,Genoa,Fiorentina,1-0,A
2016-12-16,Trapani,Frosinone,1-4,B
2016-12-17,Milan,Atalanta,0-0,A
2016-12-17,Juventus,Roma,1-0,A
2016-12-17,Empoli,Cagliari,2-0,A
2016-12-17,Cittadella,Pisa,1-0,B
2016-12-17,Latina,Brescia,1-1,B
2016-12-17,Salernitana,Carpi,1-2,B
2016-12-17,Ternana,Vicenza,1-2,B
2016-12-17,Bari,Avellino,2-1,B
2016-12-17,Spezia,Perugia,2-1,B
2016-12-17,Novara,Cesena,3-1,B
2016-12-17,Pro Vercelli,Spal,3-1,B
2016-12-18,Pescara,Bologna,0-3,A
2016-12-18,Sassuolo,Inter,0-1,A
2016-12-18,Chievo,Sampdoria,2-1,A
2016-12-18,Udinese,Crotone,2-0,A
2016-12-18,Genoa,Palermo,3-4,A
2016-12-18,Lazio,Fiorentina,3-1,A
2016-12-18,Napoli,Torino,5-3,A
2016-12-18,Benevento,Ascoli,0-0,B
2016-12-19,Verona,Entella,1-0,B
2016-12-20,Atalanta,Empoli,2-1,A
2016-12-21,Inter,Lazio,3-0,A
2016-12-22,Sampdoria,Udinese,0-0,A
2016-12-22,Palermo,Pescara,1-1,A
2016-12-22,Torino,Genoa,1-0,A
2016-12-22,Roma,Chievo,3-1,A
2016-12-22,Fiorentina,Napoli,3-3,A
2016-12-22,Cagliari,Sassuolo,4-3,A
2016-12-24,Pisa,Spezia,0-0,B
2016-12-24,Ascoli,Bari,1-1,B
2016-12-24,Carpi,Verona,1-1,B
2016-12-24,Perugia,Latina,1-1,B
2016-12-24,Brescia,Pro Vercelli,2-1,B
2016-12-24,Vicenza,Cittadella,2-0,B
2016-12-24,Avellino,Salernitana,3-2,B
2016-12-24,Cesena,Trapani,3-1,B
2016-12-24,Frosinone,Benevento,3-2,B
2016-12-24,Entella,Novara,4-1,B
2016-12-24,Spal,Ternana,4-0,B
2016-12-28,Spezia,Vicenza,0-0,B
2016-12-29,Bari,Spal,1-1,B
2016-12-30,Latina,Avellino,0-0,B
2016-12-30,Ternana,Ascoli,0-1,B
2016-12-30,Trapani,Brescia,0-0,B
2016-12-30,Benevento,Pisa,1-0,B
2016-12-30,Cittadella,Entella,2-1,B
2016-12-30,Novara,Carpi,2-1,B
2016-12-30,Pro Vercelli,Frosinone,2-0,B
2016-12-30,Salernitana,Perugia,2-1,B
2016-12-30,Verona,Cesena,3-0,B
2017-01-02,Pescara,Fiorentina,1-2,A
2017-01-04,Sassuolo,Lazio,1-2,A
2017-01-04,Roma,Empoli,2-0,A
2017-01-04,Latina,Cittadella,0-2,B
2017-01-04,Pisa,Salernitana,0-1,B
2017-01-04,Trapani,Verona,0-2,B
2017-01-04,Ascoli,Carpi,1-2,B
2017-01-04,Novara,Ternana,1-2,B
2017-01-04,Perugia,Vicenza,1-0,B
2017-01-04,Pro Vercelli,Bari,1-0,B
2017-01-04,Spezia,Benevento,1-3,B
2017-01-04,Brescia,Entella,2-2,B
2017-01-05,Salernitana,Frosinone,1-3,B
2017-01-05,Benevento,Avellino,2-1,B
2017-01-05,Verona,Vicenza,3-2,B
2017-01-10,Milan,Roma,0-2,A
2017-01-10,Benevento,Inter,1-2,A
2017-01-10,Spal,Crotone,1-1,A
2017-01-10,Atalanta,Juventus,2-2,A
2017-01-10,Chievo,Fiorentina,2-1,A
2017-01-10,Torino,Verona,2-2,A
2017-01-10,Napoli,Cagliari,3-0,A
2017-01-10,Lazio,Sassuolo,6-1,A
2017-01-10,Foggia,Novara,2-2,B
2017-01-12,Napoli,Juventus,0-1,A
2017-01-12,Roma,Spal,3-1,A
2017-01-14,Crotone,Bologna,0-1,A
2017-01-14,Inter,Chievo,3-1,A
2017-01-15,Sampdoria,Empoli,0-0,A
2017-01-15,Udinese,Roma,0-1,A
2017-01-15,Fiorentina,Juventus,2-1,A
2017-01-15,Lazio,Atalanta,2-1,A
2017-01-15,Napoli,Pescara,3-1,A
2017-01-15,Cagliari,Genoa,4-1,A
2017-01-15,Sassuolo,Palermo,4-1,A
2017-01-16,Torino,Milan,2-2,A
