,data,dayname,somma_polli,t_media,t_min,umidità_percentuale,fenomeni,juventus,feste,team1,team2,score,championship
1429,2019-08-03,sabato,23,23,16,64,sole,0,0,Juventus,Udinese,4-1,A
1430,2019-08-04,domenica,29,25,20,61,sole,0,0,Bologna,Chievo,3-0,A
1431,2019-08-06,martedì,28,26,21,68,sole,0,0,-,-,-,-
1432,2019-08-07,mercoledì,27,24,20,81,sole,0,0,-,-,-,-
1433,2019-08-08,giovedì,22,25,19,77,sole,0,0,-,-,-,-
1434,2019-08-09,venerdì,26,27,21,69,sole,0,0,-,-,-,-
1435,2019-08-10,sabato,12,28,23,65,sole,0,0,-,-,-,-
1436,2019-08-11,domenica,29,28,22,73,sole,0,0,-,-,-,-
1437,2019-08-13,martedì,21,25,19,69,sole,0,0,-,-,-,-
1438,2019-08-14,mercoledì,23,23,18,65,sole,0,0,-,-,-,-
1439,2019-08-16,venerdì,23,23,17,61,sole,0,0,-,-,-,-
1440,2019-08-17,sabato,26,23,17,63,sole,0,0,-,-,-,-
1441,2019-08-18,domenica,26,25,18,65,sole,0,0,-,-,-,-
1442,2019-08-20,martedì,32,27,21,64,sole,0,0,-,-,-,-
1443,2019-08-21,mercoledì,29,26,20,62,sole,0,0,-,-,-,-
1444,2019-08-22,giovedì,23,25,21,60,sole,0,0,-,-,-,-
1445,2019-08-23,venerdì,34,24,20,70,sole,0,0,-,-,-,-
1446,2019-08-24,sabato,46,25,21,66,sole,0,0,Parma,Juventus,0-1,A
1446,2019-08-24,sabato,46,25,21,66,sole,0,0,Fiorentina,Napoli,3-4,A
1447,2019-08-25,domenica,35,25,19,65,sole,serie A,0,Sampdoria,Lazio,0-3,A
1447,2019-08-25,domenica,35,25,19,65,sole,serie A,0,Perugia,Chievo,2-1,B
1448,2019-08-27,martedì,33,26,20,63,sole,0,0,-,-,-,-
1449,2019-08-28,mercoledì,33,25,21,67,sole,0,0,-,-,-,-
1450,2019-08-29,giovedì,34,25,18,69,sole,0,0,-,-,-,-
1451,2019-08-30,venerdì,36,27,21,60,sole,0,0,Chievo,Empoli,1-1,B
1452,2019-08-31,sabato,41,26,22,64,sole,0,0,Juventus,Napoli,4-3,A
1453,2019-09-01,domenica,39,25,18,66,sole,serie A,0,-,-,-,-
1454,2019-09-03,martedì,32,23,19,60,sole,0,0,Chievo,Milan,1-2,A
1455,2019-09-04,mercoledì,28,21,16,62,sole,0,0,-,-,-,-
1456,2019-09-05,giovedì,33,22,15,59,sole,0,0,-,-,-,-
1457,2019-09-06,venerdì,47,18,15,84,sole,0,0,-,-,-,-
1458,2019-09-07,sabato,38,19,15,71,sole,0,0,-,-,-,-
1459,2019-09-08,domenica,44,17,15,78,sole,0,0,-,-,-,-
1460,2019-09-10,martedì,39,19,13,68,sole,0,0,-,-,-,-
1461,2019-09-11,mercoledì,28,19,2,63,sole,0,0,Napoli,Genoa,0-0,A
1461,2019-09-11,mercoledì,28,19,2,63,sole,0,0,Inter,Verona,2-1,A
1462,2019-09-12,giovedì,38,22,14,63,sole,0,0,-,-,-,-
1463,2019-09-13,venerdì,35,22,15,64,sole,0,0,-,-,-,-
1464,2019-09-14,sabato,42,22,16,67,sole,0,0,Fiorentina,Juventus,0-0,A
1464,2019-09-14,sabato,42,22,16,67,sole,0,0,Inter,Udinese,1-0,A
1464,2019-09-14,sabato,42,22,16,67,sole,0,0,Napoli,Sampdoria,2-0,A
1464,2019-09-14,sabato,42,22,16,67,sole,0,0,Venezia,Chievo,0-2,B
1465,2019-09-15,domenica,50,23,17,68,sole,serie A,0,Spal,Lazio,2-1,A
1466,2019-09-17,martedì,27,24,20,71,sole,0,0,-,-,-,-
1467,2019-09-18,mercoledì,35,22,18,84,sole,0,0,-,-,-,-
1468,2019-09-19,giovedì,34,19,17,53,sole,champions,0,-,-,-,-
1469,2019-09-20,venerdì,43,17,11,46,sole,0,0,-,-,-,-
1470,2019-09-21,sabato,38,15,8,63,sole,0,0,Milan,Inter,0-2,A
1470,2019-09-21,sabato,38,15,8,63,sole,0,0,Juventus,Verona,2-1,A
1470,2019-09-21,sabato,38,15,8,63,sole,0,0,Chievo,Pisa,2-2,B
1471,2019-09-22,domenica,49,16,13,73,sole,serie A,0,Lecce,Napoli,1-4,A
1471,2019-09-22,domenica,49,16,13,73,sole,serie A,0,Lazio,Parma,2-0,A
1472,2019-09-24,martedì,32,18,10,76,sole,0,0,Brescia,Juventus,1-2,A
1473,2019-09-25,mercoledì,31,17,13,81,sole,serie A,0,Napoli,Cagliari,0-1,A
1473,2019-09-25,mercoledì,31,17,13,81,sole,serie A,0,Inter,Lazio,1-0,A
1473,2019-09-25,mercoledì,31,17,13,81,sole,serie A,0,Salernitana,Chievo,1-1,B
1474,2019-09-26,giovedì,33,19,14,77,sole,0,0,-,-,-,-
1475,2019-09-27,venerdì,27,19,14,79,sole,0,0,-,-,-,-
1476,2019-09-28,sabato,50,20,16,78,sole,0,0,Sampdoria,Inter,1-3,A
1476,2019-09-28,sabato,50,20,16,78,sole,0,0,Juventus,Spal,2-0,A
1477,2019-09-29,domenica,50,19,14,76,sole,serie A,0,Napoli,Brescia,2-1,A
1477,2019-09-29,domenica,50,19,14,76,sole,serie A,0,Lazio,Genoa,4-0,A
1477,2019-09-29,domenica,50,19,14,76,sole,serie A,0,Chievo,Pordenone,1-1,B
1478,2019-10-01,martedì,36,21,16,77,sole,0,0,-,-,-,-
1479,2019-10-02,mercoledì,35,19,17,83,sole,champions,0,Sassuolo,Juventus,0-3,A
1480,2019-10-03,giovedì,37,15,11,69,sole,0,0,Fiorentina,Lazio,1-1,A
1480,2019-10-03,giovedì,37,15,11,69,sole,0,0,Sassuolo,Napoli,1-1,A
1480,2019-10-03,giovedì,37,15,11,69,sole,0,0,Inter,Spal,2-0,A
1481,2019-10-04,venerdì,45,14,8,71,sole,0,0,-,-,-,-
1482,2019-10-05,sabato,48,15,9,75,sole,0,0,-,-,-,-
1483,2019-10-06,domenica,47,15,10,74,sole,0,0,-,-,-,-
1484,2019-10-08,martedì,24,15,9,75,sole,0,0,-,-,-,-
1485,2019-10-09,mercoledì,30,15,10,82,sole,0,0,-,-,-,-
1486,2019-10-10,giovedì,36,15,11,87,sole,0,0,-,-,-,-
1487,2019-10-11,venerdì,48,15,11,79,sole,0,0,Juventus,Milan,1-0,A
1487,2019-10-11,venerdì,48,15,11,79,sole,0,0,Lazio,Lecce,4-2,A
1487,2019-10-11,venerdì,48,15,11,79,sole,0,0,Frosinone,Chievo,2-0,B
1488,2019-10-12,sabato,53,14,8,83,sole,0,0,-,-,-,-
1489,2019-10-13,domenica,45,14,10,86,sole,0,0,-,-,-,-
1490,2019-10-15,martedì,34,18,15,85,sole,0,0,-,-,-,-
1491,2019-10-16,mercoledì,42,14,10,91,sole,0,0,-,-,-,-
1492,2019-10-17,giovedì,41,15,8,82,sole,0,0,-,-,-,-
1493,2019-10-18,venerdì,37,16,14,87,sole,0,0,-,-,-,-
1494,2019-10-19,sabato,53,16,14,88,sole,0,0,Juventus,Bologna,2-1,A
1494,2019-10-19,sabato,53,16,14,88,sole,0,0,Napoli,Verona,2-0,A
1494,2019-10-19,sabato,53,16,14,88,sole,0,0,Lazio,Atalanta,3-3,A
1495,2019-10-20,domenica,59,18,12,78,sole,serie A,0,Sassuolo,Inter,3-4,A
1495,2019-10-20,domenica,59,18,12,78,sole,serie A,0,Chievo,Ascoli,2-0,B
1496,2019-10-22,martedì,41,18,13,87,sole,0,0,-,-,-,-
1497,2019-10-23,mercoledì,38,17,12,86,sole,champions,0,-,-,-,-
1498,2019-10-24,giovedì,44,16,13,95,sole,0,0,-,-,-,-
1499,2019-10-25,venerdì,42,17,12,84,sole,0,0,-,-,-,-
1500,2019-10-26,sabato,57,15,9,80,sole,0,0,Lecce,Juventus,1-1,A
1500,2019-10-26,sabato,57,15,9,80,sole,0,0,Inter,Parma,2-2,A
1500,2019-10-26,sabato,57,15,9,80,sole,0,0,Cosenza,Chievo,1-1,B
1501,2019-10-27,domenica,48,14,8,84,sole,serie A,0,Fiorentina,Lazio,1-2,A
1501,2019-10-27,domenica,48,14,8,84,sole,serie A,0,Spal,Napoli,1-1,A
1502,2019-10-29,martedì,36,15,13,95,sole,0,0,Brescia,Inter,1-2,A
1502,2019-10-29,martedì,36,15,13,95,sole,0,0,Chievo,Crotone,2-1,B
1503,2019-10-30,mercoledì,37,13,12,69,sole,0,0,Juventus,Genoa,2-1,A
1503,2019-10-30,mercoledì,37,13,12,69,sole,0,0,Napoli,Atalanta,2-2,A
1503,2019-10-30,mercoledì,37,13,12,69,sole,0,0,Lazio,Torino,4-0,A
1504,2019-10-31,giovedì,37,11,11,72,sole,serie A,0,-,-,-,-
1505,2019-11-01,venerdì,49,11,9,75,sole,0,Ognissanti,-,-,-,-
1506,2019-11-02,sabato,65,11,9,91,sole,0,Giorno dei Morti,-,-,-,-
1507,2019-11-03,domenica,52,12,10,98,sole,serie A,0,-,-,-,-
1508,2019-11-05,martedì,44,13,8,92,sole,0,0,Cagliari,Lazio,1-2,A
1509,2019-11-06,mercoledì,45,10,6,91,sole,0,0,-,-,-,-
1510,2019-11-07,giovedì,30,10,3,89,sole,champions,0,-,-,-,-
1511,2019-11-08,venerdì,50,11,8,89,sole,0,0,-,-,-,-
1512,2019-11-09,sabato,60,9,4,87,sole,0,0,-,-,-,-
1513,2019-11-10,domenica,51,8,3,77,sole,0,0,-,-,-,-
1514,2019-11-12,martedì,27,9,8,92,sole,0,0,-,-,-,-
1515,2019-11-13,mercoledì,32,10,7,65,sole,0,0,-,-,-,-
1516,2019-11-14,giovedì,35,8,2,67,sole,0,0,-,-,-,-
1517,2019-11-15,venerdì,54,10,6,87,sole,0,0,-,-,-,-
1518,2019-11-16,sabato,52,8,5,92,sole,0,0,-,-,-,-
1519,2019-11-17,domenica,43,9,5,89,sole,0,0,-,-,-,-
